Date and Time,Node Count,Space Pledged (byte),Subspace-CLI nodes,Space Acres nodes,Linux nodes,Windows nodes,macOS nodes,Space Pledged (PiB),Space Pledged (PB)
2024-12-21T00:00:54.962Z,1887,481060754156421120,982,904,1160,715,11,427.2677804,481.0607542
2024-12-22T00:00:27.086Z,2036,460184948264927232,1042,994,1236,788,12,408.7263401,460.1849483
2024-12-23T00:00:49.303Z,2061,488501839402106880,1065,997,1257,791,14,433.8767917,488.5018394
2024-12-24T00:00:19.784Z,2091,496184071211188224,1078,1013,1279,800,12,440.6999842,496.1840712
2024-12-25T00:00:31.759Z,2086,482238421492826112,1093,993,1288,785,13,428.3137591,482.2384215
2024-12-27T00:00:19.679Z,2026,484390582748184576,1042,984,1234,782,10,430.2252623,484.3905827
2024-12-28T00:00:49.450Z,2046,488800073148268544,1044,1001,1240,795,10,434.1416765,488.8000731
2024-12-29T00:01:10.663Z,2100,501094024334016512,1082,1018,1280,808,12,445.0608987,501.0940243
2024-12-30T00:00:26.122Z,1581,516758275434217472,813,768,908,662,11,458.9735484,516.7582754
2025-01-01T00:01:04.411Z,932,489524524783501312,525,407,477,446,9,434.7851188,489.5245248
2025-01-02T00:00:39.551Z,1471,526202920089157632,752,719,868,594,9,467.362078,526.2029201
2025-01-03T00:00:50.628Z,1473,495091503198109696,764,710,861,602,11,439.7295889,495.0915032
2025-01-04T00:00:53.787Z,2068,514637693048586240,1106,962,1263,792,13,457.0900929,514.637693
2025-01-05T00:00:14.395Z,2045,493619558216630272,1082,964,1240,793,13,438.4222391,493.6195582
2025-01-07T00:00:59.529Z,2101,518858281698983936,1072,1029,1242,848,11,460.8387287,518.8582817
2025-01-08T00:01:04.478Z,1944,523179021317439488,991,953,1136,799,9,464.6763164,523.1790213
2025-01-09T00:00:54.752Z,2098,509894713192480768,1094,1004,1253,834,11,452.8774806,509.8947132
2025-01-10T00:01:07.123Z,2108,531564473524158464,1098,1012,1261,837,12,472.1240941,531.5644735
2025-01-11T00:01:06.730Z,2104,527272864689160192,1088,1016,1254,840,10,468.3123797,527.2728647
2025-01-12T00:01:14.522Z,2084,509887414669410304,1081,1003,1248,829,7,452.8709982,509.8874147
2025-01-13T00:00:25.943Z,2070,530947882577035264,1068,1002,1239,823,8,471.5764513,530.9478826
2025-01-14T00:00:24.720Z,1981,546975123513540608,1031,947,1185,783,10,485.8115008,546.9751235
2025-01-15T00:00:51.576Z,1987,526359069876813824,1025,962,1189,789,9,467.5007669,526.3590699
2025-01-16T00:00:15.124Z,1989,498373760377683968,1030,959,1173,806,10,442.6448189,498.3737604
2025-01-17T00:01:20.976Z,1976,534510309541412864,1019,957,1171,795,10,474.740522,534.5103095
2025-01-18T00:00:17.379Z,2017,557521530815250432,1055,962,1211,794,12,495.1785922,557.5215308
2025-01-19T00:00:41.874Z,2011,549891036028076032,1049,962,1210,789,12,488.4013514,549.891036
2025-01-20T00:01:01.468Z,2004,557115331701637120,1050,954,1207,785,12,494.8178149,557.1153317
2025-01-22T00:01:01.301Z,1967,540744863994347520,1018,948,1184,772,10,480.2779188,540.744864
2025-01-23T00:00:45.740Z,1863,561616192548110336,960,903,1112,740,11,498.8153824,561.6161925
2025-01-24T00:01:01.778Z,1928,586508474127482880,995,933,1153,763,12,520.9241697,586.5084741
2025-01-25T00:00:26.221Z,1905,579007115297816576,976,929,1138,756,11,514.2616247,579.0071153
2025-01-26T00:00:19.070Z,1909,574863169291288576,985,926,1146,752,13,510.5810612,574.8631693
2025-01-27T00:00:42.018Z,1906,604667192838979584,982,923,1138,755,12,537.0523518,604.6671928
2025-01-28T00:00:35.641Z,1889,593707362881110016,991,898,1142,735,12,527.3180673,593.7073629
2025-01-30T00:00:20.804Z,1789,596062544486989824,912,877,1054,723,12,529.4098888,596.0625445
2025-01-31T00:00:49.842Z,1835,579482279837958144,933,902,1078,747,10,514.6836556,579.4822798
2025-02-01T00:01:24.151Z,1858,586898202074021888,954,904,1100,748,10,521.2703176,586.8982021
2025-02-02T00:00:56.856Z,1884,601479702058631168,983,901,1131,743,10,534.2212913,601.4797021
2025-02-03T00:00:26.865Z,1842,612070428802809856,958,884,1097,735,10,543.6277462,612.0704288
2025-02-04T00:01:04.463Z,1841,617193489901289472,966,875,1106,725,10,548.1779385,617.1934899
2025-02-05T00:00:44.060Z,1768,605772438374973440,908,861,1052,707,10,538.034007,605.7724384
2025-02-06T00:00:48.267Z,1887,585960794861076480,945,942,1091,787,9,520.4377328,585.9607949
2025-02-07T00:01:20.080Z,1823,582835715962830848,916,907,1044,771,8,517.6621051,582.835716
2025-02-08T00:00:39.269Z,1911,620346334909562880,960,951,1096,806,9,550.9782274,620.3463349
2025-02-09T00:00:51.222Z,1969,616405476983177216,996,973,1147,812,10,547.4780424,616.405477
2025-02-11T00:01:01.933Z,1942,597458124054462464,979,963,1115,817,10,530.6494125,597.4581241
2025-02-12T00:01:23.099Z,1875,610406572125847552,949,926,1069,795,11,542.1499446,610.4065721
2025-02-13T00:00:35.027Z,1728,602056902282575872,872,857,998,720,11,534.733948,602.0569023
2025-02-14T00:01:19.474Z,1789,629345070175223808,915,876,1049,732,10,558.9707099,629.3450702
2025-02-15T00:00:32.668Z,1818,611630782973214720,947,872,1083,726,10,543.2372623,611.630783
2025-02-16T00:00:15.369Z,1826,604203008106954752,930,896,1067,751,8,536.6400729,604.2030081
2025-02-17T00:00:33.482Z,1822,602116105835642880,942,880,1079,735,8,534.7865314,602.1161058
2025-02-18T00:00:40.689Z,1820,589891124308475904,927,893,1077,735,8,523.9285666,589.8911243
2025-02-19T00:00:27.534Z,1668,577182883873030144,863,804,999,660,8,512.6413817,577.1828839
2025-02-20T00:01:17.179Z,1733,614835882840555520,894,839,1031,695,7,546.0839628,614.8358828
2025-02-21T00:00:21.956Z,1664,605926202651181056,863,801,999,656,9,538.1705771,605.9262027
2025-02-22T00:00:39.516Z,1682,595530272100843520,899,783,1038,635,9,528.937136,595.5302721
2025-02-23T00:00:43.383Z,1666,586271154068520960,878,788,1014,643,9,520.7133871,586.2711541
2025-02-24T00:01:13.699Z,1720,574850919766687744,903,816,1052,659,8,510.5701815,574.8509198
2025-02-25T00:00:55.341Z,1733,613104852619231232,903,828,1049,674,8,544.5464991,613.1048526
2025-02-26T00:00:12.976Z,1706,606812849455497216,891,814,1032,665,8,538.9580777,606.8128495
2025-02-27T00:00:29.371Z,1673,589610510495776768,888,783,1035,628,8,523.6793315,589.6105105
2025-02-28T00:00:14.496Z,1637,576341239555686400,866,771,997,630,10,511.8938514,576.3412396
2025-03-01T00:00:13.092Z,1609,577298490163462144,858,751,991,608,10,512.7440607,577.2984902
2025-03-02T00:00:45.522Z,1627,597810437890768896,855,772,992,625,10,530.96233,597.8104379
2025-03-03T00:01:07.689Z,1637,580052610192506880,867,770,1006,623,8,515.1902107,580.0526102
2025-03-04T00:00:37.245Z,157,578343005828677632,149,9,155,3,,513.671777,578.3430058
2025-03-06T00:01:08.468Z,1544,611928688401842176,827,715,957,576,9,543.5018554,611.9286884
2025-03-07T00:01:04.466Z,1552,600500097071972352,814,737,940,601,10,533.3512272,600.5000971
2025-03-08T00:00:15.335Z,1551,591105495727603712,814,737,942,600,9,525.0071451,591.1054957
2025-03-09T00:00:41.491Z,1536,564387285457436672,814,722,936,591,9,501.2766073,564.3872855
2025-03-10T00:01:15.437Z,1557,622015627101470720,824,733,950,598,9,552.4608567,622.0156271
2025-03-11T00:01:16.849Z,1531,618044298059841536,817,714,944,579,8,548.933608,618.0442981
2025-03-12T00:00:15.812Z,1482,600271495332102144,780,701,904,567,10,533.1481881,600.2714953
2025-03-13T00:00:37.492Z,1448,6.08339E+17,744,704,862,576,10,540.3132137,608.338597
2025-03-15T00:01:18.128Z,1474,618077772459278336,797,677,913,554,7,548.9633392,618.0777725
2025-03-16T00:00:21.968Z,1469,638130390000730112,791,678,909,552,8,566.7736414,638.13039
2025-03-17T00:00:34.451Z,1468,594972155686420480,792,678,911,551,8,528.441429,594.9721557
2025-03-18T00:01:00.859Z,1448,585847549013786624,759,689,883,558,7,520.3371503,585.847549
2025-03-19T00:00:59.049Z,1403,598371062313385984,743,662,860,538,7,531.4602645,598.3710623
2025-03-20T00:00:12.402Z,1432,617420206016299008,761,672,885,541,7,548.3793029,617.420206
2025-03-21T00:00:13.342Z,1371,599474959671099392,729,642,851,512,8,532.4407223,599.4749597
2025-03-22T00:00:19.164Z,1407,579777783587143680,753,653,872,526,8,514.9461156,579.7777836
2025-03-23T00:01:14.504Z,1418,593271582983454720,756,662,876,534,8,526.931017,593.271583
2025-03-24T00:01:29.540Z,1428,593337315962650624,766,662,888,532,8,526.9893996,593.337316
2025-03-25T00:01:18.841Z,1365,610093981932453888,714,650,833,524,7,541.8723087,610.0939819
2025-03-26T00:01:08.532Z,1333,600301283638771712,691,642,805,521,7,533.1746454,600.3012836
2025-03-28T00:00:51.990Z,1317,588211865901858816,702,615,811,498,8,522.4370855,588.2118659
2025-03-29T00:00:39.710Z,1282,636827980437389312,677,605,785,489,8,565.6168693,636.8279804
2025-03-30T00:00:46.769Z,1290,607071381707816960,677,613,785,497,8,539.1877005,607.0713817
2025-03-31T00:00:53.567Z,1301,603973898564796416,695,606,808,485,8,536.4365828,603.9738986
2025-04-01T00:01:08.870Z,1305,587285880607080448,700,605,811,486,8,521.6146453,587.2858806
2025-04-01T00:01:23.778Z,1306,587285880607080448,700,606,811,487,8,521.6146453,587.2858806
2025-04-02T00:01:04.148Z,1286,593162533311873024,674,612,790,489,7,526.8341615,593.1625333
2025-04-02T00:01:18.875Z,1286,593162533311873024,674,612,790,489,7,526.8341615,593.1625333
2025-04-03T00:00:29.217Z,1276,575709854722686976,674,602,788,480,8,511.333069,575.7098547
2025-04-03T00:00:43.448Z,1276,575709854722686976,674,602,788,480,8,511.333069,575.7098547
2025-04-04T00:01:26.259Z,1258,592194254874345472,668,590,776,475,7,525.9741574,592.1942549
2025-04-04T00:01:38.022Z,1258,592194254874345472,668,590,776,475,7,525.9741574,592.1942549
2025-04-05T00:01:23.210Z,1251,581447072423608320,667,584,777,469,5,516.4287419,581.4470724
2025-04-05T00:01:38.372Z,1251,581447072423608320,667,584,777,469,5,516.4287419,581.4470724
2025-04-06T00:00:13.450Z,1260,598935465413836800,663,597,777,478,5,531.9615552,598.9354654
2025-04-06T00:00:27.984Z,1262,598935465413836800,664,598,778,479,5,531.9615552,598.9354654
2025-04-07T00:00:36.633Z,1263,592317531375534080,668,595,778,480,5,526.083649,592.3175314
2025-04-07T00:00:51.515Z,1262,592317531375534080,667,595,777,480,5,526.083649,592.3175314
2025-04-08T00:01:11.586Z,1196,588284748317589504,628,567,729,460,6,522.5018181,588.2847483
2025-04-08T00:01:26.156Z,1197,588284748317589504,631,567,733,460,5,522.5018181,588.2847483
2025-04-09T00:00:52.883Z,1236,583514942199562240,654,582,753,477,6,518.2653792,583.5149422
2025-04-09T00:01:07.864Z,1236,583514942199562240,655,582,754,477,6,518.2653792,583.5149422
2025-04-10T00:00:26.637Z,1146,564730105532776448,601,545,692,448,6,501.5810927,564.7301055
2025-04-10T00:00:41.472Z,1146,564730105532776448,601,545,692,448,6,501.5810927,564.7301055
2025-04-11T00:00:16.302Z,1159,565025308629008384,593,566,699,454,6,501.8432857,565.0253086
2025-04-11T00:00:31.700Z,1157,565025308629008384,592,566,698,454,6,501.8432857,565.0253086
2025-04-12T00:00:37.184Z,1200,594180139717230592,632,568,736,458,6,527.7379775,594.1801397
2025-04-12T00:00:51.776Z,1200,594180139717230592,632,568,736,458,6,527.7379775,594.1801397
2025-04-13T00:00:59.288Z,1214,593422998160015360,639,575,746,461,7,527.0655007,593.4229982
2025-04-13T00:01:14.651Z,1214,593422998160015360,639,575,746,461,7,527.0655007,593.4229982
2025-04-14T00:00:34.326Z,1202,529269276378398720,627,575,742,453,7,470.0855495,529.2692764
2025-04-14T00:00:49.645Z,1203,529269276378398720,627,575,742,453,7,470.0855495,529.2692764
2025-04-15T00:00:26.591Z,1163,542858191676899328,605,558,714,441,8,482.1549308,542.8581917
2025-04-15T00:00:41.976Z,1157,542858191676899328,605,556,714,439,8,482.1549308,542.8581917
2025-04-16T00:00:23.369Z,1163,516555619723902976,601,561,708,446,8,458.793554,516.5556197
2025-04-16T00:00:38.501Z,1162,516555619723902976,601,561,708,446,8,458.793554,516.5556197
2025-04-17T00:00:35.945Z,1151,515694278127648768,604,547,712,432,7,458.028529,515.6942781
2025-04-17T00:00:51.260Z,1154,515694278127648768,606,548,716,431,7,458.028529,515.6942781
2025-04-19T00:00:16.706Z,1124,515359409813061632,589,535,688,429,7,457.7311062,515.3594098
2025-04-19T00:00:31.456Z,1124,515359409813061632,590,534,689,428,7,457.7311062,515.3594098
2025-04-20T00:00:20.357Z,1167,533585497572769792,614,553,714,445,8,473.919124,533.5854976
2025-04-20T00:00:35.074Z,1167,533585497572769792,614,553,714,445,8,473.919124,533.5854976
2025-04-21T00:00:34.571Z,1160,528637016788697088,616,544,710,443,7,469.5239902,528.6370168
2025-04-21T00:00:49.448Z,1160,528637016788697088,616,544,710,443,7,469.5239902,528.6370168
2025-04-22T00:01:06.145Z,1129,536928764823601152,597,535,686,438,8,476.8885418,536.9287648
2025-04-22T00:01:21.069Z,1131,536928764823601152,596,534,685,437,8,476.8885418,536.9287648
2025-04-23T00:01:25.820Z,1140,532724174823620608,601,539,693,439,8,473.1541157,532.7241748
2025-04-23T00:01:40.737Z,1141,532724174823620608,602,539,694,439,8,473.1541157,532.7241748
2025-04-24T00:01:31.705Z,1133,525215120580673536,596,537,688,437,8,466.4847358,525.2151206
2025-04-24T00:01:46.484Z,1133,525215120580673536,596,537,688,437,8,466.4847358,525.2151206
2025-04-25T00:00:55.752Z,1119,512741417676701696,590,529,681,429,9,455.4058621,512.7414177
2025-04-25T00:01:10.865Z,1120,512741417676701696,590,529,681,429,9,455.4058621,512.7414177
2025-04-26T00:00:25.855Z,1125,518740979203702784,599,526,687,429,9,460.7345431,518.7409792
2025-04-26T00:00:41.052Z,1125,518740979203702784,599,526,687,429,9,460.7345431,518.7409792
2025-04-27T00:00:15.981Z,1115,504739967522570240,592,523,679,427,9,448.2991467,504.7399675
2025-04-27T00:00:29.226Z,1114,504739967522570240,591,523,679,426,9,448.2991467,504.7399675
2025-04-28T00:01:02.813Z,1096,525019159837278208,581,515,671,417,8,466.3106877,525.0191598
2025-04-28T00:01:17.809Z,1096,525019159837278208,581,515,671,417,8,466.3106877,525.0191598
2025-04-29T00:00:51.602Z,1061,526127391455576064,557,504,648,405,8,,
2025-04-29T00:01:06.707Z,1063,526127391455576064,557,506,648,407,8,,
2025-04-30T00:00:59.561Z,1079,519532818131320832,574,505,668,403,8,,
2025-04-30T00:01:14.686Z,1079,519532818131320832,573,506,667,404,8,,
2025-05-01T00:00:19.681Z,1104,512333376846299136,583,521,680,417,7,,
2025-05-01T00:00:34.446Z,1104,512333376846299136,583,521,680,417,7,,
2025-05-02T00:00:18.056Z,1056,499342935840522240,550,506,641,408,7,,
2025-05-02T00:00:32.751Z,1059,499342935840522240,552,507,643,409,7,,
2025-05-03T00:00:22.428Z,1044,508542217136111616,547,497,636,401,7,,
2025-05-03T00:00:37.539Z,1044,508542217136111616,547,497,636,401,7,,
2025-05-04T00:00:42.281Z,1069,505571457930100736,553,516,650,413,6,,
2025-05-04T00:00:56.697Z,1069,505571457930100736,553,516,650,413,6,,
2025-05-05T00:00:24.947Z,1064,506768093412851712,552,512,651,407,6,,
2025-05-05T00:00:40.432Z,1064,506768093412851712,552,512,651,407,6,,
2025-05-06T00:00:19.834Z,1051,512508329070690304,539,512,637,408,6,,
2025-05-06T00:00:35.025Z,1051,512508329070690304,539,512,637,408,6,,
2025-05-07T00:00:59.919Z,1007,491119909033476096,523,484,610,391,6,,
2025-05-07T00:01:14.858Z,1008,491119909033476096,521,487,609,393,6,,
2025-05-08T00:01:03.089Z,1055,528385185234812928,551,504,640,409,6,,
2025-05-08T00:01:18.359Z,1055,528385185234812928,551,504,640,409,6,,
2025-05-09T00:01:11.012Z,1050,525299759932506112,539,511,631,413,6,,
2025-05-09T00:01:26.544Z,1049,525299759932506112,539,510,630,413,6,,
